Car_ID,Brand,Model,Year,Engine_Size,Cylinders,Transmission,Fuel_Type,Mileage,Horsepower,Doors,Weight,Color,Price
3012,Ford,Mustang,2004,1.5,12,Automatic,Diesel,11.0,222,2,2850,Yellow,36759
3013,Tesla,Model Y,1992,2.1,12,Automatic,Electric,11.8,479,4,2841,Silver,115461
3014,Tesla,Model 3,2009,1.5,3,Automatic,Diesel,5.4,625,3,3450,Blue,126430
3015,Tesla,Model 3,2020,5.3,3,Automatic,Petrol,24.3,179,5,3499,Silver,75512
3016,BMW,5 Series,1996,6.3,4,Automatic,Hybrid,13.8,218,2,3471,Black,58624
3017,Tesla,Model 3,1997,4.6,6,Automatic,Electric,22.2,326,2,1373,Blue,99093
3018,Mercedes,E-Class,2013,4.5,5,Automatic,Petrol,19.8,371,2,2410,Silver,88046
3019,Mercedes,GLE,1997,5.5,5,Automatic,Hybrid,10.8,331,5,3385,Green,77792
3020,Ford,Fusion,2011,5.1,4,Automatic,Diesel,24.6,569,5,2094,White,88017
3021,Honda,Civic,1998,5.4,10,Manual,Diesel,16.4,136,3,853,Blue,30749
3022,Tesla,Model 3,2002,4.2,3,Manual,Diesel,13.2,615,4,872,Silver,132003
3023,Honda,Accord,2016,3.6,4,Automatic,Diesel,9.5,377,2,2727,Silver,66710
3024,Toyota,Corolla,2003,4.7,3,Automatic,Hybrid,17.0,475,3,2692,Blue,75202
3025,Mercedes,C-Class,1998,1.2,8,Manual,Diesel,7.4,649,3,888,Red,105766
3026,Tesla,Model Y,2020,4.5,5,Manual,Petrol,24.8,82,3,1530,Red,53476
3027,Mercedes,GLE,2019,4.6,8,Manual,Hybrid,19.5,335,3,901,White,82141
3028,Ford,Mustang,1999,3.2,12,Automatic,Hybrid,20.4,385,3,2213,Blue,55506
3029,BMW,3 Series,1999,4.4,3,Automatic,Electric,14.1,629,5,2807,Blue,145415
3030,BMW,X5,2011,5.7,4,Automatic,Electric,21.9,408,4,2422,Green,131950
3031,BMW,3 Series,2015,1.8,12,Automatic,Petrol,13.1,649,4,1398,Green,122502
3032,Mercedes,GLA,1995,6.1,12,Automatic,Hybrid,8.7,542,5,2899,White,121793
3033,Toyota,Camry,2015,3.0,3,Manual,Hybrid,21.0,605,5,2070,White,78860
3034,BMW,X3,2005,4.4,6,Manual,Diesel,5.2,634,4,2524,Green,127711
3035,BMW,3 Series,2007,5.8,12,Manual,Diesel,13.2,187,3,1278,Red,52335
3036,Ford,Escape,2003,2.5,12,Automatic,Hybrid,9.8,104,3,2278,Red,24350
3037,Honda,CR-V,2005,1.5,6,Manual,Hybrid,10.1,421,3,1396,Blue,55555
3038,BMW,X3,2016,1.5,10,Automatic,Electric,8.7,200,4,2046,Green,68212
3039,Ford,Focus,2011,5.7,4,Manual,Diesel,24.8,341,3,2634,Black,64250
3040,Honda,Fit,2013,5.9,6,Automatic,Diesel,13.3,395,3,3368,Blue,72711
3041,Toyota,RAV4,1997,1.8,5,Automatic,Electric,16.5,500,2,1286,Green,72908
3042,Toyota,Corolla,2016,4.5,5,Manual,Diesel,5.6,211,2,3380,Black,51540
3043,Honda,Civic,2012,6.2,3,Automatic,Diesel,18.6,491,3,2413,White,82101
3044,Tesla,Model 3,2011,4.8,8,Automatic,Petrol,15.2,97,5,2291,Silver,55846
3045,Mercedes,GLE,2002,6.4,4,Manual,Hybrid,7.1,69,4,2557,Yellow,37358
3046,Honda,CR-V,1990,6.0,4,Manual,Electric,24.3,310,5,2164,Red,47767
3047,Ford,Mustang,1991,1.7,12,Manual,Electric,23.5,588,5,2336,Green,77080
3048,BMW,X3,1999,5.8,6,Automatic,Diesel,17.3,506,2,1244,Black,94955
3049,Honda,Fit,2007,6.4,8,Automatic,Diesel,9.8,525,2,1329,White,71702
3050,BMW,3 Series,1996,5.9,4,Manual,Diesel,11.8,620,5,3264,Silver,131506
3051,Tesla,Model X,1991,4.5,3,Automatic,Diesel,24.8,53,4,3265,Blue,24711
3052,Ford,Escape,2015,2.4,6,Manual,Hybrid,12.8,370,5,1834,White,63146
3053,Mercedes,C-Class,2004,1.6,10,Automatic,Petrol,20.0,686,5,2563,Green,138702
3054,Tesla,Model 3,2004,1.2,3,Manual,Petrol,6.2,452,5,1912,Blue,76871
3055,Tesla,Model Y,2004,2.3,10,Automatic,Diesel,8.2,115,3,2425,Green,43020
3056,Honda,Civic,1995,5.3,10,Automatic,Electric,17.0,503,3,2200,Black,87545
3057,Ford,Escape,1995,4.2,4,Manual,Hybrid,24.7,573,3,1872,Green,71857
3058,Honda,Civic,1997,6.3,8,Automatic,Hybrid,7.5,109,2,3004,Green,26933
3059,BMW,X3,2024,1.9,8,Automatic,Hybrid,22.8,363,2,2107,Blue,87585
3060,Mercedes,C-Class,2018,6.3,12,Automatic,Electric,10.7,469,4,1787,Blue,140683
3061,Tesla,Model S,2012,2.9,8,Manual,Petrol,9.3,641,3,2657,White,111153
3062,Tesla,Model 3,2003,3.5,8,Manual,Electric,11.5,537,3,3036,Blue,128281
3063,Tesla,Model 3,2018,3.1,3,Automatic,Diesel,18.4,121,2,932,Green,49339
3064,Mercedes,GLA,2009,5.8,5,Automatic,Diesel,18.9,364,5,1095,Blue,91770
3065,BMW,X3,2012,3.4,12,Automatic,Hybrid,19.6,260,5,1252,Green,68108
3066,BMW,X3,2010,4.5,8,Automatic,Diesel,7.1,274,4,1903,Silver,73754
3067,BMW,3 Series,2023,2.2,4,Manual,Electric,18.9,103,5,2552,Red,54107
3068,Tesla,Model S,1992,1.3,3,Manual,Diesel,21.2,457,4,2268,Silver,75496
3069,Toyota,RAV4,2003,2.3,6,Automatic,Hybrid,21.7,68,2,2905,Yellow,20342
3070,Ford,Escape,2009,6.2,8,Manual,Hybrid,16.7,200,3,2609,Silver,41981
3071,Honda,CR-V,2000,2.5,5,Manual,Petrol,23.8,539,5,3274,Black,76432
3072,Toyota,Prius,2025,3.5,10,Automatic,Electric,13.9,303,5,2645,Blue,74331
3073,Mercedes,E-Class,2011,2.9,12,Automatic,Electric,24.8,295,3,2949,Green,77807
3074,Toyota,Prius,2008,6.5,5,Manual,Hybrid,7.0,331,5,1951,Silver,64293
3075,Honda,Fit,2013,5.0,4,Automatic,Petrol,9.7,296,3,2722,Yellow,47353
3076,Tesla,Model Y,1991,4.6,6,Automatic,Diesel,13.4,396,3,2777,White,85627
3077,Mercedes,GLE,2019,2.9,12,Automatic,Hybrid,20.0,554,5,1324,White,114929
3078,Mercedes,C-Class,2015,2.9,5,Manual,Diesel,7.1,655,5,1772,Yellow,124294
3079,Mercedes,E-Class,2002,4.7,4,Automatic,Hybrid,23.8,493,5,1224,Green,103695
3080,Toyota,RAV4,2025,1.9,6,Manual,Electric,16.9,266,5,3289,Black,53558
3081,Tesla,Model Y,2022,1.5,10,Manual,Hybrid,11.7,62,3,2528,White,37630
3082,Tesla,Model 3,2024,2.9,3,Manual,Petrol,19.0,77,2,2702,Silver,56864
3083,Tesla,Model S,1993,1.4,4,Automatic,Hybrid,5.6,289,2,1187,Blue,54725
3084,Ford,Escape,1998,5.4,8,Automatic,Hybrid,23.4,437,5,928,White,53728
3085,Honda,Fit,1994,2.2,6,Manual,Hybrid,14.0,249,5,2175,Red,31117
3086,Honda,Civic,2016,1.8,12,Manual,Diesel,8.4,87,4,1101,Yellow,29360
3087,Tesla,Model S,2002,3.9,4,Manual,Petrol,10.5,368,5,1350,White,75441
3088,Tesla,Model X,2008,5.7,4,Automatic,Petrol,9.1,696,3,1689,Green,125739
3089,Tesla,Model S,2009,2.8,5,Manual,Hybrid,21.2,285,2,1411,Yellow,62500
3090,Honda,Accord,1992,1.5,6,Automatic,Diesel,12.4,647,5,3061,White,63395
3091,Honda,Fit,1994,3.6,12,Automatic,Electric,8.0,203,3,1436,Blue,39923
3092,Honda,Civic,2001,1.3,8,Manual,Hybrid,19.4,417,4,3484,White,54906
3093,Toyota,Camry,2025,1.1,12,Automatic,Hybrid,14.3,510,2,1454,Blue,70909
3094,Honda,Civic,2024,5.5,6,Automatic,Electric,13.3,327,4,3021,Yellow,78936
3095,Toyota,Camry,1992,3.6,12,Automatic,Diesel,13.1,305,3,1048,Silver,44438
3096,Mercedes,GLE,2009,4.6,12,Manual,Electric,6.6,230,2,2010,White,83651
3097,Ford,Escape,2009,2.2,4,Automatic,Petrol,24.2,318,3,3317,White,54152
3098,Ford,Fusion,2005,3.0,6,Manual,Diesel,8.2,549,3,1067,Yellow,80290
3099,BMW,X3,1995,3.3,6,Automatic,Diesel,17.7,615,3,1792,White,114393
3100,Toyota,Camry,2022,6.2,8,Automatic,Petrol,21.7,641,5,2759,Green,97933
3101,Mercedes,GLE,2013,5.1,5,Manual,Hybrid,15.6,149,5,1102,White,59458
3102,Ford,Escape,1993,6.0,10,Manual,Petrol,8.9,332,3,2857,White,54292
3103,Toyota,RAV4,2005,3.8,4,Automatic,Hybrid,24.4,464,3,1109,Blue,56020
3104,Mercedes,GLE,2018,2.8,8,Manual,Electric,21.1,63,5,941,White,47937
3105,Toyota,RAV4,2009,5.3,12,Automatic,Petrol,12.3,520,3,1531,White,71715
3106,BMW,5 Series,2013,3.4,6,Automatic,Hybrid,24.3,677,3,2062,Black,141561
3107,Mercedes,C-Class,2025,4.0,5,Automatic,Petrol,14.2,92,5,842,Silver,60433
3108,Ford,Escape,2014,4.1,4,Automatic,Petrol,24.4,230,2,3041,Blue,45188
3109,Toyota,Camry,2016,5.4,12,Automatic,Petrol,12.2,627,4,910,White,98693
3110,Tesla,Model X,2025,2.2,5,Manual,Electric,16.8,563,3,1050,Yellow,154132
3111,Mercedes,C-Class,2010,4.4,12,Manual,Diesel,6.7,519,5,1418,Red,99100
3112,Tesla,Model 3,2013,3.9,12,Automatic,Petrol,9.2,132,2,3464,Silver,47869
3113,Tesla,Model S,1995,6.0,4,Automatic,Hybrid,11.7,280,3,2386,Yellow,67890
3114,Toyota,Prius,1992,6.4,6,Automatic,Diesel,7.2,697,2,3202,White,78322
3115,Mercedes,C-Class,2000,3.1,8,Automatic,Electric,9.4,386,3,2794,Green,107049
3116,Tesla,Model Y,2014,3.0,8,Manual,Diesel,23.9,368,2,2844,White,77717
3117,Toyota,RAV4,2020,3.6,5,Automatic,Petrol,17.2,396,3,2620,Black,63494
3118,Tesla,Model X,2022,1.4,10,Automatic,Hybrid,5.5,556,4,1375,Silver,110255
3119,BMW,5 Series,2018,3.5,5,Manual,Petrol,9.7,664,5,1830,Black,121434
3120,BMW,X3,2022,1.6,8,Manual,Petrol,12.4,674,4,3207,Black,142416
3121,Honda,Fit,1991,1.0,4,Automatic,Diesel,10.6,256,4,3086,Green,35801
3122,Tesla,Model Y,2016,3.2,8,Automatic,Diesel,24.0,500,3,2667,Red,112968
3123,Mercedes,GLE,1998,4.6,4,Automatic,Diesel,18.1,399,2,2714,White,77879
3124,Mercedes,GLE,2005,6.4,12,Manual,Electric,23.9,311,3,3172,Black,106567
3125,BMW,X3,2021,2.5,10,Manual,Electric,20.1,431,4,1515,White,124467
3126,Mercedes,C-Class,1999,5.4,12,Automatic,Petrol,5.3,184,5,998,Black,48293
3127,BMW,X3,1996,5.1,5,Automatic,Petrol,16.0,195,3,2726,White,55039
3128,Honda,Civic,1996,5.2,4,Manual,Electric,13.0,410,2,2000,Red,77674
3129,Ford,Focus,2016,4.7,12,Automatic,Hybrid,12.2,504,2,1014,Blue,70337
3130,BMW,3 Series,1991,3.5,10,Automatic,Hybrid,8.9,314,3,1712,Black,60453
3131,BMW,X3,2023,1.8,3,Automatic,Electric,9.3,323,3,3057,Red,90916
3132,Honda,Fit,2025,1.9,3,Manual,Hybrid,11.8,299,2,2742,Black,56435
3133,Tesla,Model S,1997,1.2,5,Manual,Diesel,14.3,592,5,3108,Red,116450
3134,Mercedes,GLE,1990,1.1,5,Automatic,Hybrid,19.0,568,3,1948,Yellow,96920
3135,Tesla,Model 3,2024,6.3,5,Automatic,Diesel,17.7,399,4,830,Green,93204
3136,BMW,5 Series,1997,4.3,4,Automatic,Hybrid,11.5,62,2,1849,Green,34358
3137,Tesla,Model X,2017,3.3,4,Manual,Electric,12.7,277,4,3050,Green,97642
3138,Mercedes,GLA,2013,3.1,10,Automatic,Electric,9.0,647,5,2154,Green,131993
3139,Toyota,Camry,1990,4.6,5,Manual,Electric,16.2,376,3,1687,Black,58494
3140,Ford,Focus,1990,4.2,4,Manual,Diesel,7.8,638,5,2456,White,69333
3141,Ford,Fusion,2005,2.8,4,Manual,Diesel,11.9,622,5,2168,Red,72073
3142,Honda,Accord,2013,4.3,5,Automatic,Hybrid,22.2,500,3,2834,Silver,83348
3143,Tesla,Model 3,2022,6.4,4,Automatic,Electric,16.9,678,2,1260,White,152265
3144,BMW,5 Series,1999,4.2,10,Manual,Diesel,16.3,158,5,2488,Black,51751
3145,Mercedes,E-Class,2017,3.4,8,Manual,Hybrid,7.9,392,2,2041,Red,100806
3146,Honda,CR-V,2025,2.2,4,Automatic,Diesel,5.0,682,5,2606,Green,83220
3147,BMW,X3,2023,6.3,8,Manual,Diesel,6.7,694,5,2920,White,137498
3148,Honda,Fit,2005,5.8,10,Automatic,Electric,21.9,629,4,2745,Red,113997
3149,Toyota,Corolla,2016,2.4,10,Manual,Hybrid,8.7,393,5,1841,Silver,64358
3150,Toyota,RAV4,1998,5.7,6,Manual,Diesel,6.5,196,4,1244,Green,33231
3151,Mercedes,GLE,1999,2.8,6,Manual,Electric,19.0,384,5,1097,Silver,86285
3152,BMW,5 Series,2011,2.5,10,Automatic,Hybrid,9.3,595,3,2806,Red,134231
3153,Ford,Escape,2006,5.5,5,Automatic,Hybrid,23.3,649,5,2546,Yellow,90091
3154,Ford,Escape,2024,6.4,3,Manual,Hybrid,15.4,299,5,3443,Black,57915
3155,Tesla,Model 3,2004,3.1,3,Manual,Diesel,23.6,587,4,2488,Red,128197
3156,Ford,Mustang,2001,3.6,3,Automatic,Hybrid,23.9,292,3,1056,Black,47370
3157,Tesla,Model 3,1990,5.8,3,Manual,Diesel,13.0,630,2,878,White,104318
3158,Honda,Civic,2016,1.7,5,Manual,Diesel,6.1,563,3,3333,Green,80107
3159,Mercedes,C-Class,2019,2.3,8,Manual,Hybrid,11.6,366,2,3244,Silver,100904
3160,Ford,Escape,2011,3.9,3,Automatic,Hybrid,23.0,120,5,938,Blue,30450
3161,BMW,3 Series,2018,1.3,3,Manual,Hybrid,22.8,107,2,1499,Blue,41017
3162,Mercedes,E-Class,2005,3.4,3,Manual,Hybrid,6.1,201,3,1649,Silver,49615
3163,Ford,Escape,1992,4.0,4,Automatic,Petrol,5.9,353,2,883,Yellow,48540
3164,Tesla,Model 3,2010,4.9,3,Automatic,Hybrid,12.9,437,5,2803,Blue,110655
3165,Honda,Accord,1998,5.1,10,Automatic,Hybrid,12.5,283,3,1029,Blue,38734
3166,Toyota,Prius,2008,5.4,5,Manual,Diesel,9.4,542,5,2278,Red,67163
3167,BMW,3 Series,2011,1.2,8,Automatic,Petrol,11.0,590,2,1043,Yellow,128063
3168,Honda,Fit,2018,4.1,10,Automatic,Hybrid,17.0,355,2,2773,Blue,62772
3169,Toyota,Prius,2024,1.4,5,Manual,Diesel,8.6,399,3,1164,Red,61280
3170,Honda,CR-V,2005,5.3,8,Automatic,Electric,21.3,535,5,1440,Green,86465
3171,Ford,Fusion,2002,1.2,6,Manual,Diesel,10.2,170,4,2714,Black,30271
3172,Honda,Fit,1992,5.9,8,Automatic,Petrol,15.2,233,5,2485,Silver,36612
3173,Toyota,Camry,2015,1.2,12,Automatic,Electric,15.2,174,3,1110,Black,45636
3174,Toyota,Prius,2014,6.4,10,Manual,Electric,19.9,672,5,1514,Black,105339
3175,Ford,Mustang,2025,2.9,8,Manual,Electric,22.1,558,3,2251,White,111284
3176,Mercedes,E-Class,2018,5.6,6,Manual,Petrol,6.8,687,4,3241,Blue,152295
3177,Honda,Accord,2010,4.4,3,Manual,Diesel,18.4,545,4,1450,Green,76471
3178,Ford,Escape,1997,1.6,5,Manual,Electric,12.8,662,5,1944,Yellow,103591
3179,Mercedes,GLE,2000,1.9,6,Automatic,Hybrid,19.0,688,2,2413,Yellow,128531
3180,Mercedes,GLE,2017,1.0,8,Manual,Diesel,14.9,466,2,1681,Yellow,101045
3181,Toyota,Prius,2015,4.6,5,Manual,Diesel,7.0,682,5,2644,Silver,90121
3182,Tesla,Model 3,2007,3.6,5,Automatic,Hybrid,15.6,155,5,845,Red,59295
3183,Toyota,Camry,2007,1.0,8,Automatic,Hybrid,19.9,211,5,2891,Black,30720
3184,Ford,Focus,1997,5.4,8,Manual,Diesel,15.8,642,5,1878,White,69904
3185,BMW,X5,2007,1.1,6,Automatic,Hybrid,8.4,236,4,2786,Black,58649
3186,Mercedes,GLA,2015,2.3,12,Manual,Electric,12.7,448,5,2199,Blue,115695
3187,Mercedes,GLA,2000,6.1,4,Automatic,Petrol,5.5,547,3,2571,White,103394
3188,Toyota,Prius,2010,1.1,10,Automatic,Electric,18.6,80,4,2600,Red,26142
3189,BMW,5 Series,2013,1.2,4,Manual,Hybrid,17.7,491,3,1315,Blue,85997
3190,Mercedes,GLA,2008,4.1,5,Automatic,Electric,19.5,679,5,1159,Yellow,144920
3191,Mercedes,GLA,2020,1.3,8,Manual,Petrol,9.9,466,4,2261,Yellow,109883
3192,Honda,Accord,2009,3.3,10,Manual,Electric,10.7,695,4,2217,Yellow,96143
3193,BMW,3 Series,2022,3.6,5,Manual,Petrol,7.7,493,4,2792,Black,126507
3194,Tesla,Model 3,1998,2.5,12,Automatic,Petrol,10.7,114,4,3474,Silver,37087
3195,Mercedes,GLE,2006,1.4,3,Automatic,Hybrid,14.3,268,2,1045,Green,71113
3196,Mercedes,E-Class,2000,2.9,12,Automatic,Petrol,15.6,577,2,920,Black,116815
3197,Honda,Accord,2008,2.8,10,Automatic,Petrol,12.6,474,4,2677,Black,67521
3198,Ford,Escape,1996,2.5,4,Automatic,Hybrid,24.6,248,5,1058,Silver,32526
3199,Toyota,Corolla,2009,1.6,6,Automatic,Diesel,16.2,507,4,1958,Blue,59791
3200,Toyota,Prius,2008,5.0,6,Automatic,Electric,12.7,474,4,1990,Green,81961
3201,Honda,Fit,2022,4.2,12,Manual,Petrol,11.9,188,4,2949,White,44174
3202,BMW,3 Series,2014,3.1,6,Automatic,Electric,17.9,425,2,2163,Green,113960
3203,Toyota,RAV4,2022,2.7,4,Manual,Diesel,10.2,180,3,1586,Blue,46352
3204,Ford,Mustang,2010,5.7,10,Manual,Hybrid,15.4,579,2,2563,White,86931
3205,Honda,Accord,1998,3.0,8,Manual,Petrol,22.4,70,2,1348,Silver,22413
3206,Tesla,Model 3,1993,2.5,5,Manual,Petrol,18.0,257,4,1071,Yellow,54333
3207,Mercedes,GLA,2007,2.5,12,Manual,Hybrid,23.2,369,3,2516,Silver,87103
3208,Mercedes,C-Class,2017,3.7,4,Automatic,Hybrid,16.4,110,4,2971,Green,58868
3209,Toyota,Camry,2000,1.6,4,Automatic,Hybrid,17.8,183,5,2027,Black,33672
3210,Tesla,Model 3,1998,4.1,4,Manual,Hybrid,24.4,273,5,1930,White,69020
3211,Toyota,Prius,2008,3.1,10,Automatic,Petrol,15.1,330,2,2743,Green,53901
3212,Ford,Fusion,2004,4.2,10,Automatic,Diesel,11.2,442,3,2928,Blue,65768
3213,Toyota,Prius,2000,3.8,10,Manual,Diesel,22.9,535,3,2520,Silver,63126
3214,Tesla,Model S,1994,3.7,12,Automatic,Diesel,11.5,480,2,3076,Green,90671
3215,Honda,Civic,2014,5.0,10,Automatic,Petrol,7.7,207,4,2212,White,40174
3216,BMW,3 Series,1990,5.8,4,Manual,Electric,9.8,147,4,1025,Yellow,52751
3217,Honda,CR-V,1997,2.9,4,Manual,Diesel,14.7,69,5,2067,White,20739
3218,Honda,Fit,2022,5.4,10,Manual,Electric,23.4,274,4,1957,Blue,62656
3219,Ford,Focus,2017,6.1,8,Automatic,Petrol,18.3,680,2,1068,Silver,104559
3220,BMW,X3,2003,4.7,10,Automatic,Electric,24.1,407,5,1758,Black,105793
3221,Honda,CR-V,2010,1.4,4,Automatic,Diesel,17.3,70,2,1477,White,25986
3222,Tesla,Model X,2013,4.5,3,Automatic,Diesel,7.5,614,5,1969,Silver,120164
3223,Tesla,Model X,1990,3.5,6,Automatic,Hybrid,20.1,353,4,1490,Silver,69452
3224,BMW,X5,2000,4.7,3,Manual,Diesel,23.4,157,3,979,Red,46520
3225,Ford,Mustang,2020,6.2,10,Automatic,Diesel,7.6,670,3,2013,Yellow,84014
3226,Honda,Fit,2001,2.7,4,Manual,Electric,9.8,184,2,2225,Red,36476
3227,Mercedes,C-Class,2004,4.7,6,Manual,Hybrid,19.0,582,2,2502,Green,113227
3228,Honda,Fit,2003,3.1,5,Automatic,Petrol,23.2,102,2,2341,Yellow,23460
3229,Honda,Fit,2017,2.8,4,Manual,Petrol,22.8,313,2,2816,Black,48160
3230,Ford,Mustang,2005,2.8,10,Automatic,Diesel,13.9,550,4,3309,Red,69567
3231,Tesla,Model S,2002,6.4,10,Manual,Petrol,7.1,634,2,2334,Green,116239
3232,Honda,Accord,2018,1.8,3,Manual,Electric,20.7,428,3,2503,White,86060
3233,Tesla,Model S,1990,6.4,12,Automatic,Diesel,8.2,467,2,2456,Silver,104875
3234,Tesla,Model 3,2009,4.3,3,Manual,Diesel,9.9,261,3,1541,Green,72235
3235,BMW,X3,1992,1.5,12,Automatic,Diesel,12.0,453,3,931,Red,82252
3236,Ford,Focus,2016,3.5,3,Automatic,Diesel,10.5,392,3,1514,Green,67892
3237,BMW,X3,1999,4.6,3,Manual,Electric,23.4,194,4,1591,Blue,62360
3238,Mercedes,C-Class,2003,4.6,10,Automatic,Hybrid,14.1,271,2,2153,Yellow,71655
3239,Tesla,Model 3,2022,5.7,10,Automatic,Hybrid,8.5,672,3,2768,Blue,154969
3240,Mercedes,GLE,2008,6.5,5,Manual,Electric,19.7,455,2,3431,Black,112828
3241,Mercedes,GLE,2024,4.1,8,Automatic,Diesel,18.8,71,3,1541,Green,51675
3242,Tesla,Model 3,2022,6.5,12,Manual,Electric,23.6,303,4,2703,Red,100763
3243,Toyota,Prius,1995,4.5,12,Automatic,Hybrid,17.6,53,2,3353,Yellow,19357
3244,Mercedes,GLA,1994,4.0,3,Automatic,Hybrid,24.0,128,4,1300,Silver,43055
3245,Ford,Focus,2016,3.5,10,Automatic,Petrol,8.4,149,2,2892,Red,33313
3246,Ford,Escape,2007,4.4,12,Automatic,Petrol,24.0,561,3,2464,Green,83516
3247,Tesla,Model X,1997,2.4,3,Automatic,Petrol,13.7,634,2,1697,Black,108551
3248,Toyota,Corolla,2006,2.5,10,Manual,Electric,6.8,487,2,3242,Green,89988
3249,Toyota,Camry,2005,1.9,12,Automatic,Electric,5.7,693,2,1641,Red,101950
3250,Ford,Fusion,2013,5.5,6,Automatic,Diesel,20.3,662,5,2778,Red,104120
3251,Ford,Fusion,1992,6.4,8,Manual,Hybrid,21.3,292,3,869,Yellow,38341
3252,Tesla,Model S,2021,2.2,6,Manual,Hybrid,11.2,468,4,1167,Yellow,93758
3253,Toyota,RAV4,1991,4.1,3,Automatic,Diesel,11.4,544,5,2308,Red,64091
3254,Tesla,Model S,2018,5.2,8,Manual,Electric,21.6,341,5,2528,Silver,122854
3255,BMW,X3,2019,4.8,4,Automatic,Electric,19.3,634,5,2113,Yellow,178721
3256,Honda,CR-V,1997,1.9,4,Automatic,Electric,6.0,313,3,2074,Blue,58443
3257,Honda,CR-V,2019,1.9,5,Manual,Petrol,18.0,124,3,1201,White,31577
3258,Honda,Civic,2006,4.4,8,Automatic,Hybrid,14.3,609,5,2571,Silver,84554
3259,Honda,Civic,1994,6.2,8,Automatic,Diesel,23.4,209,3,3201,Yellow,41928
3260,Mercedes,E-Class,2021,6.2,8,Automatic,Diesel,6.0,440,3,2208,White,96548
3261,Toyota,RAV4,2001,2.6,5,Manual,Hybrid,22.2,54,2,1439,Green,21284
3262,Toyota,Camry,2007,3.6,4,Automatic,Hybrid,6.1,643,5,2003,Yellow,94725
3263,Tesla,Model X,1994,3.3,4,Manual,Electric,23.8,190,4,3022,White,53141
3264,Ford,Escape,2011,4.1,12,Manual,Hybrid,6.9,406,2,1360,Silver,55051
3265,Mercedes,GLA,1996,3.4,3,Automatic,Electric,20.4,245,3,1740,White,64689
3266,Toyota,Corolla,2016,5.5,6,Manual,Petrol,19.3,287,2,877,Green,53814
3267,BMW,X5,1990,1.1,5,Automatic,Electric,18.2,330,5,1091,Silver,74834
3268,Honda,Accord,2019,2.3,3,Manual,Petrol,7.0,441,5,2493,White,69405
3269,BMW,X3,2022,5.2,5,Automatic,Hybrid,15.9,547,2,3120,Blue,108206
3270,Toyota,Camry,1997,1.7,12,Automatic,Diesel,15.8,198,5,951,Silver,28750
3271,BMW,X5,2016,2.9,12,Manual,Petrol,24.4,436,2,2362,Black,98572
3272,Toyota,Corolla,1995,1.3,4,Automatic,Electric,17.2,252,5,2748,Green,36194
3273,Honda,Civic,2017,1.1,4,Manual,Diesel,10.7,211,2,1303,White,39318
3274,Tesla,Model X,2005,2.4,8,Automatic,Electric,5.4,253,4,1311,White,68764
3275,Mercedes,GLE,2023,2.7,12,Automatic,Petrol,8.0,376,2,1785,White,94519
3276,Honda,Civic,2021,3.1,3,Manual,Diesel,23.3,486,4,2191,Yellow,71591
3277,Tesla,Model X,2024,1.5,5,Manual,Diesel,8.5,106,2,2779,Blue,56794
3278,BMW,X3,2013,4.0,10,Manual,Hybrid,17.5,349,3,1225,Black,89170
3279,BMW,X3,2011,2.8,10,Manual,Diesel,14.3,575,5,3205,Yellow,113024
3280,BMW,X5,2013,2.5,6,Automatic,Electric,23.3,563,5,3476,Red,132100
3281,Tesla,Model S,1996,5.5,10,Automatic,Petrol,6.6,327,4,2271,Black,74179
3282,Mercedes,GLE,2000,6.1,5,Manual,Diesel,12.5,594,4,2437,Silver,107439
3283,Tesla,Model S,2013,4.6,10,Automatic,Petrol,17.2,635,5,2921,White,129678
3284,Honda,Accord,1999,1.2,5,Manual,Hybrid,12.5,373,2,3011,Silver,52458
3285,Honda,Civic,2009,3.9,10,Manual,Diesel,22.4,186,3,2345,White,39689
3286,Toyota,Camry,2022,3.7,8,Automatic,Hybrid,14.8,548,4,1453,White,76277
3287,Tesla,Model S,2011,2.2,4,Automatic,Diesel,22.9,598,5,3266,Blue,129779
3288,Tesla,Model X,2013,6.1,10,Automatic,Petrol,21.4,416,3,2580,Black,96920
3289,Mercedes,C-Class,2007,2.3,6,Manual,Petrol,5.4,230,2,2838,White,68057
3290,Toyota,Prius,2004,2.2,10,Automatic,Electric,19.8,156,3,1268,Blue,40822
3291,Toyota,RAV4,1992,1.3,5,Manual,Electric,22.9,252,3,864,Red,37970
3292,Honda,CR-V,2021,1.3,3,Automatic,Petrol,14.1,413,4,2920,White,58286
3293,Honda,Fit,1996,5.2,5,Automatic,Diesel,20.7,83,3,2820,Black,22624
3294,Toyota,Camry,1997,6.2,5,Automatic,Diesel,8.3,269,3,3374,Silver,47766
3295,BMW,5 Series,2009,3.1,3,Automatic,Electric,16.6,270,4,3443,Green,73299
3296,BMW,5 Series,1995,3.8,10,Manual,Hybrid,25.0,276,3,2787,Yellow,69733
3297,Mercedes,C-Class,1993,4.9,10,Manual,Diesel,11.2,619,3,3437,Blue,128676
3298,Ford,Fusion,2012,2.9,3,Manual,Hybrid,19.7,430,5,1964,Silver,68685
3299,Honda,Accord,2006,6.3,10,Automatic,Petrol,10.0,357,2,1610,Yellow,62134
3300,Honda,Accord,1996,2.2,3,Automatic,Petrol,16.6,154,4,1090,Silver,25557
3301,Honda,Fit,2014,3.5,12,Automatic,Electric,11.8,478,4,2769,Blue,80940
